LD1,LD2,Addiction_Category
0.8558774945358172,0.8397645308532133,3
0.6618921675541075,-0.9329595908499235,3
-0.2494047524753096,-0.6148425859944767,3
0.055478026705828076,0.7844130766468587,3
-0.5607375954484274,-0.29265949986630896,3
-0.521992649189351,0.0923767641583922,3
0.834969756061818,0.4172013268647802,3
-1.123657706818722,2.1118349722272307,3
-1.3719315706038822,1.694381518498396,3
-0.24868110743839048,-1.0971331169901122,3
0.5157569303929497,-0.9352627810739598,3
0.18833657662854802,-0.06581350391319563,3
1.7831445018040903,1.5245560079937357,3
2.028655259194241,0.868122224435901,3
0.8898302397076583,1.8151976242209233,3
0.5134190945042457,-0.546204416841889,3
0.11548830404287025,0.4833048649848107,3
0.00806027197491743,0.5418304245595976,3
0.4017920351427279,-1.6980385023967544,3
0.25534565625480804,-0.09423947038356488,3
-1.7889874602339182,0.9044793522647339,2
0.050845731062132964,0.5408803127386445,3
-0.055312677858998634,-0.16450685926029798,3
0.10432734435472048,0.3795706906747765,3
-1.8504876383570106,-0.20336279568794183,2
-0.6032331349218704,-0.382293079729923,3
0.8810001311806624,-0.2791778708866266,3
0.533291372027424,-0.7485165187700119,3
0.8448684080038283,-2.1395414517286384,3
1.0331949230536954,-1.1610358037520547,3
-1.129916133158807,0.9978656513714401,3
0.2954745270231043,-1.1786053369235137,3
1.5720815795184997,0.42809088711052584,3
0.3298161251524667,-1.5280690756824995,3
0.016785138080518007,-2.674272977356258,3
-0.6368121491643063,-1.4831547452712164,3
-2.610164030187144,-0.9273104974685207,2
0.5399921190780452,-1.6436301100352129,3
0.7133438163265966,-0.8687081066200227,3
-1.2052245511560873,0.19327507263700985,3
0.3929886434613289,0.06916707154950516,3
1.0454089197391514,0.3253503378481607,3
-0.8401907420923723,1.4001178560535137,3
1.9457239502354617,-0.17461203994555907,3
1.2264340998419776,1.4241829255794753,3
-2.4375620885991305,-0.033194793176346396,2
0.6454921017529135,-0.4586090385092286,3
1.959283704779523,-1.897268817725284,3
-0.37274563203920347,-0.1678420190883009,3
1.44556355293301,-0.3142544513435104,3
0.08349088365841725,-1.8626878633353414,3
-0.2088036311826479,1.1603286542918403,3
2.650825308768632,-0.8657132122880621,3
-0.19427955118862988,-0.17643149825027285,3
2.0385923897275986,1.3604511217297948,3
-0.8826860530639202,0.844717370146298,3
-0.3610333534274042,0.0675168795022366,3
-0.7726007422785536,-0.8491542035327182,3
-0.17377253732949338,0.4189553896586242,3
0.6946233050318961,-1.130715375783567,3
-1.5855158072708901,-0.9163357341822743,2
-0.9717958198697396,0.13216988643238956,3
-0.2703565767594835,0.42877147294097534,3
-0.34025546336260715,-1.0840885472645665,3
2.55906231381788,0.19702106958504503,3
-2.1208780507920295,0.2267552432352684,2
1.1112232793000023,-0.11504812423175625,3
-0.1863479399877593,-0.5363335809787656,3
-0.15415243109139623,-2.091664783379926,3
-0.4755766780462073,2.1404886004125037,3
1.4517927260022805,0.9809688783825246,3
0.6586189024685581,-0.2702622679305642,3
0.08479994504342106,-1.3776521156820567,3
0.751323796138463,1.1261974443811542,3
0.019002520102556784,0.5681408008915045,3
-0.03613866966651649,0.8467984356633674,3
1.7161075831678774,-1.4570284840754248,3
-1.1754245842391313,-1.7298485392432814,3
-0.035468181388554926,0.8018445044884043,3
-0.6579154389636103,0.27799989556171184,3
-0.6320500778901224,0.6902096756448968,3
1.5091037414019801,0.5819103797549551,3
-1.1737713527135798,0.1858261308886423,3
1.1492071353378484,0.5220197400896538,3
1.6432736874027398,0.38320702492634895,3
-1.0983465213248806,1.0130621875320105,3
0.6458871383022289,0.19656814015535296,3
-1.8250461065001535,-1.5623190643849025,2
-0.6744370761242076,1.4928259448806045,3
0.03381264532369781,0.788434507218904,3
0.9457612825553339,-2.2486607948619173,3
0.4218477357476564,-0.0640676044672523,3
-1.5336434609237537,-1.3155870530709326,2
1.593481264955811,0.8841167965322995,3
1.4128016445048577,0.3634447022896623,3
1.0427288128243506,-1.196027107546434,3
0.11561666019439493,1.5643231222616585,3
-0.7790241125355477,1.4524969739181839,3
-2.2846871701195544,1.211171736702736,2
-0.6569803960406031,-0.01086606671703235,3
0.450319750317926,0.7226010791269519,3
-0.8595414564932505,1.0702931859973273,3
-0.4444886083346987,0.19406488999383464,3
1.0059051585645493,0.04259744543335461,3
-1.628243027111857,-0.7664944573326276,2
-0.9320681456751057,-1.3324148471148487,3
-1.4937716652399022,0.049697348089816,3
1.0130195026273696,-0.28109099764059703,3
-1.620188782086821,-1.9470495193925415,3
-1.8753320154998145,0.639880681451862,2
-1.72423924790833,0.9468444272200074,2
-2.1671853157167247,-0.5874706224256233,2
0.1342260835760574,0.8418018767574734,3
2.5419345089095997,0.7216191639337759,3
-0.7635770653661175,-0.41913791913336645,3
1.3057997474519334,-0.9234701301801193,3
-0.03144402188819498,-0.801995201821388,3
0.02564728132348048,0.9764622608321131,3
0.04500331790900376,1.8209916450877464,3
-2.0375615187296314,-1.9787334494657596,2
1.8494889831409007,-0.13938278723477693,3
-0.5042988365065543,0.4641537386243536,3
